query,title,year,venue,doi,type
reflection robot perception,Perception of total reflection by Barbus,1975,Behavioral Biology,10.1016/s0091-6773(75)91651-x,journal-article
reflection robot perception,Vision-Based Crack Extraction and Robot Trajectory Generation for Automated Sealing Application,2026,2026 International Conference on Robot Perception and Intelligent Control (RPIC),10.1109/rpic68328.2026.11518323,proceedings-article
reflection robot perception,Terrain perception for a reconfigurable biomimetic robot using monocular vision,2014,Robotics and Biomimetics,10.1186/s40638-014-0023-2,journal-article
reflection robot perception,PERCEPTION AND REFLECTION,2017,Philosophical Perspectives,10.1111/phpe.12093,journal-article
reflection robot perception,Using the Robot-Assisted Attention-Engagement-Error-Feedback- Reflection (AEER) Pedagogical Design to Develop Machine Learning Concepts and Facilitate Reflection on Learning-to-Learn Skills: Evaluation of an Empirical Study in Hong Kong Primary Schools,2024,Proceedings of the 16th International Conference on Computer Supported Education,10.5220/0012505700003693,proceedings-article
reflection robot perception,Multi-Robot Searching with Sparse Binary Cues and Limited Space Perception,2015,Frontiers in Robotics and AI,10.3389/frobt.2015.00012,journal-article
reflection robot perception,The Heidelberg School and the Limits of Reflection,2007,Studies In The History Of Philosophy Of Mind,10.1007/978-1-4020-6082-3_12,book-chapter
reflection robot perception,Perception-link behavior model : supporting a novel operator interface for a customizable anthropomorphic telepresence robot,2020,,10.32657/10356/72753,dissertation
reflection robot perception,Enhancing a robot gripper with haptic perception for risk mitigation in physical human robot interaction,2019,2019 IEEE World Haptics Conference (WHC),10.1109/whc.2019.8816109,proceedings-article
reflection robot perception,Specular reflection removal on high-speed camera for robot vision,2010,2010 IEEE International Conference on Robotics and Automation,10.1109/robot.2010.5509252,proceedings-article
reflection robot perception,"Editorial: Intelligent robots for agriculture -- Ag-robot development, navigation, and information perception",2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1597912,journal-article
reflection robot perception,Perception in robotics,1999,Industrial Robot: An International Journal,10.1108/ir.1999.04926baa.002,journal-article
reflection robot perception,,2024,,10.1117/12.3030947.4c7d1477-57ec-ee11-a9a1-005056914f1c,component
reflection robot perception,Tactile-GAT: Tactile Graph Attention Networks for Robot Tactile Perception Classification,2023,,10.21203/rs.3.rs-3261017/v1,posted-content
reflection robot perception,Robot Perception: Object Detection with the Arduino,2011,Practical Arduino Engineering,10.1007/978-1-4302-3886-7_7,book-chapter
reflection robot perception,Rebel Reflection,2021,"Barry Goldwater, Distrust in Media, and Conservative Identity",10.5040/9781666985573.ch-5,other
reflection robot perception,Applied perception begins project to investigate soldier-personal robot system based on the Segway platform,2005,Industrial Robot: An International Journal,10.1108/ir.2005.04932fab.006,journal-article
reflection robot perception,On Active Contour Models,1992,Active Perception and Robot Vision,10.1007/978-3-642-77225-2_31,book-chapter
reflection robot perception,Network Architecture,1993,Neural Network Perception for Mobile Robot Guidance,10.1007/978-1-4615-3192-0_2,book-chapter
reflection robot perception,Applied Perception begins project to investigate soldier-personal robot system based on the segway platform,2005,Industrial Robot: An International Journal,10.1108/ir.2005.04932eab.004,journal-article
reflection robot perception,Building 3D Perception Using a Kalman Filter,2007,Cognitive Technologies,10.1007/978-3-540-68916-4_15,book-chapter
reflection robot perception,Toward Defining Aesthetic Perception: Semiotics and Utopian Reflection,1989,New Literary History,10.2307/469362,journal-article
reflection robot perception,A Survey of Multimodal Perception Methods for Human–Robot Interaction in Social Environments,2024,ACM Transactions on Human-Robot Interaction,10.1145/3657030,journal-article
reflection robot perception,Advantage updating on a mobile robot,2005,Proceedings of PerAc '94. From Perception to Action,10.1109/fpa.1994.636135,proceedings-article
reflection robot perception,NKhex: A New Miniature Hexapod Crawling Robot With Visual Perception and Target Tracking_supp1-3409901.mp4,2024,,10.1109/tie.2024.3409901/mm1,component
reflection robot perception,Simulation environments,2022,Deep Learning for Robot Perception and Cognition,10.1016/b978-0-32-385787-1.00023-3,book-chapter
reflection robot perception,Detecting airborne particles in sensor data with deep learning for robust robot perception in adverse environments,2020,,10.5204/thesis.eprints.200382,dissertation
reflection robot perception,Norwegian psychomotor physiotherapy: Massage giving entrance to own bodily perception and reflection,2008,PsycEXTRA Dataset,10.1037/e573082012-058,dataset
reflection robot perception,Tele-operation of a Mobile Robot Using a Force Reflection Joystick with a Single Hall Sensor,2007,RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2007.4415081,proceedings-article
reflection robot perception,A Survey on After-School Robot Teacher's Perception of Robot Education in Elementary School,2010,Korean Journal of Elementary Education,10.20972/kjee.21.1.201007.117,journal-article
reflection robot perception,Radical Reflection: Brandom and McDowell on Perception,2007,The Modern Schoolman,10.5840/schoolman2007842/315,journal-article
reflection robot perception,Robot-Centric Perception of Human Groups,2020,ACM Transactions on Human-Robot Interaction,10.1145/3375798,journal-article
reflection robot perception,Abstracting perception and manipulation in end-user robot programming using Sikuli,2014,2014 IEEE International Conference on Technologies for Practical Robot Applications (TePRA),10.1109/tepra.2014.6869156,proceedings-article
reflection robot perception,Increasing Perception Space of a Ground Standing Robot via Data Transmission from an Aerial Robot,2019,2019 International Conference on Unmanned Aircraft Systems (ICUAS),10.1109/icuas.2019.8798088,proceedings-article
reflection robot perception,GNN-based Decentralized Perception in Multi-robot Systems for Predicting Worker Actions_supp1-3566610.mp4,2025,,10.1109/lra.2025.3566610/mm1,component
reflection robot perception,"Robert E. Haywood. Review of ""Anne Truitt: Perception and Reflection"" by Kristen Hileman and James Meyer.",2010,caa.reviews,10.3202/caa.reviews.2010.35,journal-article
reflection robot perception,The Impact of Robot Role and Personality on Participants’ Perception of the Robot in a Human–Robot Teaching Task,2026,ACM Transactions on Human-Robot Interaction,10.1145/3776540,journal-article
reflection robot perception,User Perception of Socially-Aware Robot Navigation with Engagement-Based Proxemics,2025,2025 34th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man63969.2025.11217888,proceedings-article
reflection robot perception,Human-Robot Interaction as Extending Human Perception to New Scales,2015,The Cambridge Handbook of Applied Perception Research,10.1017/cbo9780511973017.051,book-chapter
reflection robot perception,1603 Perception Assist with Active Camera for a Power-Assist Exoskeleton Robot,2008,"The Proceedings of the Conference on Information, Intelligence and Precision Equipment : IIP",10.1299/jsmeiip.2008.181,journal-article
reflection robot perception,Methods and Effects of Priming a Teloperator's Perception of Robot Capabilities,2019,2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri.2019.8673186,proceedings-article
reflection robot perception,Mobile Robot Perception Using Vertical Line Stereo,1992,Springer Series in Perception Engineering,10.1007/978-1-4612-2778-6_15,book-chapter
reflection robot perception,Perception of robot power: Scale development,2023,PsycEXTRA Dataset,10.1037/e506932024-001,dataset
reflection robot perception,Bayesian Eigenobjects: A Unified Framework for 3D Robot Perception,2017,Robotics: Science and Systems XIII,10.15607/rss.2017.xiii.011,proceedings-article
reflection robot perception,Control and perception architecture for the tele-operation of the humanoid robot COMAN,2014,ROSCon Chicago 2014,10.36288/roscon2014-900173,proceedings-article
reflection robot perception,Machine Perception,2007,Robot Brains,10.1002/9780470517871.ch5,other
reflection robot perception,Multi-Modal Multi-View Perception Feature Tracking for Handover Human Robot Interaction Applications,2025,"Proceedings of the 20th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",10.5220/0013373800003912,proceedings-article
reflection robot perception,Human-Robot Interaction: Perception and Reflection,2022,Lecture Notes in Networks and Systems,10.1007/978-3-030-89477-1_73,book-chapter
reflection robot perception,Comparing Two Action Planning Approaches for Color Learning on a Mobile Robot,2008,VISAPP-Robotic Perception,10.5220/0002337300430052,proceedings-article
reflection robot perception,Control and perception architecture for the tele-operation of the humanoid robot COMAN,2014,ROSCon Chicago 2014,10.36288/roscon2014-900717,proceedings-article
reflection robot perception,Symbolic Representation of Object Models,1992,Active Perception and Robot Vision,10.1007/978-3-642-77225-2_9,book-chapter
reflection robot perception,Deep learning in multiagent systems,2022,Deep Learning for Robot Perception and Cognition,10.1016/b978-0-32-385787-1.00022-1,book-chapter
reflection robot perception,Battery-free UHF-RFID Sensors based SLAM for In-Pipe Robot Perception,2022,,10.36227/techrxiv.21017185,posted-content
reflection robot perception,Robot Perception,2023,A Robotic Framework for the Mobile Manipulator,10.1201/9781003352426-6,book-chapter
reflection robot perception,Robot perception learning,1977,ACM SIGART Bulletin,10.1145/1045343.1045372,journal-article
reflection robot perception,Battery-free UHF-RFID Sensors based SLAM for In-Pipe Robot Perception,2022,,10.36227/techrxiv.21017185.v1,posted-content
reflection robot perception,Divided perception in a united city: the case of Jerusalem,2003,The Behavioural Environment,10.4324/9780203168585-20,book-chapter
reflection robot perception,The Reflection Of Cognitive Perception In The Phraseology Of Navoi’s “Xamsa”,2025,American Journal Of Social Sciences And Humanity Research,10.37547/ajsshr/volume05issue10-05,journal-article
reflection robot perception,"Survey on heterogeneous aquatic robot systems: communication, perception, navigation, control, decision-making and energy management",2025,Robot Learning,10.55092/rl20250003,journal-article
reflection robot perception,Early perception-action cycles in binocular robot vision,2009,Frontiers in Neuroscience,10.3389/conf.neuro.01.2009.16.028,journal-article
reflection robot perception,Robot Collaboration for Simultaneous Map Building and Localization,2007,Mobile Robots: Perception &amp; Navigation,10.5772/4794,book-chapter
reflection robot perception,Perception of Power and Distance in Human-Human and Human-Robot Role-Based Relations,2022,2022 17th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri53351.2022.9889308,proceedings-article
reflection robot perception,Composite Models for Mobile Robot Offline Path Planning,2007,Mobile Robots: Perception &amp; Navigation,10.5772/4776,book-chapter
reflection robot perception,Online Decentralized Perception-Aware Path Planning for Multi-Robot Systems,2021,2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs50823.2021.9620694,proceedings-article
reflection robot perception,Consensus Making Algorithms Based on Invariants Perception for Cognitive Sharing in Multi-robot,2013,"2013 Second International Conference on Robot, Vision and Signal Processing",10.1109/rvsp.2013.56,proceedings-article
